分類,配信内容,配信日,No.,曲名,歌手名,リンク,甲斐田歌唱,コラボライバー,演奏
弾き語り,弾き語り配信,2022/05/24,,いのちの名前,木村弓,https://youtu.be/CT88pM7ji3Q?t=311,TRUE,,
弾き語り,弾き語り配信,2022/05/24,,ハロ／ハワユ,ナノウ(ほわほわP),https://youtu.be/CT88pM7ji3Q?t=790,TRUE,,
弾き語り,弾き語り配信,2022/05/24,,ようこそジャパリパークへ,どうぶつビスケッツ×PPP,https://youtu.be/CT88pM7ji3Q?t=1217,TRUE,,
弾き語り,弾き語り配信,2022/05/24,,楽園都市,オーイシマサヨシ,https://youtu.be/CT88pM7ji3Q?t=1757,TRUE,,
弾き語り,弾き語り配信,2022/05/24,,カサブタ,千綿ヒデノリ,https://youtu.be/CT88pM7ji3Q?t=2089,TRUE,,
弾き語り,弾き語り配信,2022/05/24,,stable staple,戦場ヶ原ひたぎ(斎藤千和),https://youtu.be/CT88pM7ji3Q?t=2434,TRUE,,
弾き語り,弾き語り配信,2022/05/24,,DONBURA KONBURA SPEAKERS,Ranunculus,https://youtu.be/CT88pM7ji3Q?t=2914,TRUE,,
弾き語り,弾き語り配信,2022/05/24,,敗北の少年,kemu,https://youtu.be/CT88pM7ji3Q?t=3187,TRUE,,
弾き語り,弾き語り配信,2022/05/24,,Rainbow,ROUND TABLE feat.Nino,https://youtu.be/CT88pM7ji3Q?t=3531,TRUE,,
弾き語り,弾き語り配信,2022/05/24,,シンフォニー,牧野由依,https://youtu.be/CT88pM7ji3Q?t=3847,TRUE,,
弾き語り,弾き語り配信,2022/05/24,,もう恋なんてしない,槇原敬之,https://youtu.be/CT88pM7ji3Q?t=4313,TRUE,,
弾き語り,弾き語り配信,2022/05/24,,風になる,つじあやの,https://youtu.be/CT88pM7ji3Q?t=4690,TRUE,,
弾き語り,弾き語り配信,2022/06/06,,決意の朝に,Aqua Timez,https://youtu.be/Ur207TYHSX4?t=373,TRUE,,
弾き語り,弾き語り配信,2022/06/06,,世界は恋に落ちている,CHiCO with HoneyWorks,https://youtu.be/Ur207TYHSX4?t=846,TRUE,,
弾き語り,弾き語り配信,2022/06/06,,空色デイズ,中川翔子,https://youtu.be/Ur207TYHSX4?t=1353,TRUE,,
弾き語り,弾き語り配信,2022/06/06,,from Y to Y,ジミーサムP,https://youtu.be/Ur207TYHSX4?t=2031,TRUE,,
弾き語り,弾き語り配信,2022/06/06,,くちづけDiamond,WEAVER,https://youtu.be/Ur207TYHSX4?t=2607,TRUE,,
弾き語り,弾き語り配信,2022/06/06,,ライオン,May'n/中島愛,https://youtu.be/Ur207TYHSX4?t=2825,TRUE,,
弾き語り,弾き語り配信,2022/06/06,,君がいるから,菅原紗由理,https://youtu.be/Ur207TYHSX4?t=2974,TRUE,,
弾き語り,弾き語り配信,2022/06/06,,メリッサ,ポルノグラフィティ,https://youtu.be/Ur207TYHSX4?t=3215,TRUE,,
弾き語り,弾き語り配信,2022/06/06,,ENDRESS STORY,REIRA starring YUNA ITO,https://youtu.be/Ur207TYHSX4?t=3770,TRUE,,
弾き語り,弾き語り配信,2022/06/06,,透明な心臓が泣いていた,甲斐田晴,https://youtu.be/Ur207TYHSX4?t=4932,TRUE,,
弾き語り,弾き語り配信,2022/06/06,,Calc.,ジミーサムP,https://youtu.be/Ur207TYHSX4?t=5384,TRUE,,
弾き語り,弾き語り配信,2022/06/24,,青と夏,Mrs.GREEN APPLE,https://youtu.be/x4wQWqx2kkY?t=552,TRUE,,
弾き語り,弾き語り配信,2022/06/24,,花に亡霊,ヨルシカ,https://youtu.be/x4wQWqx2kkY?t=1275,TRUE,,
弾き語り,弾き語り配信,2022/06/24,,"rain stops, good-bye",におP,https://youtu.be/x4wQWqx2kkY?t=1814,TRUE,,
弾き語り,弾き語り配信,2022/06/24,,TSUNAMI,サザンオールスターズ,https://youtu.be/x4wQWqx2kkY?t=2297,TRUE,,
弾き語り,弾き語り配信,2022/06/24,,真夏の果実,サザンオールスターズ,https://youtu.be/x4wQWqx2kkY?t=2808,TRUE,,
弾き語り,弾き語り配信,2022/06/24,,猫,DISH//,https://youtu.be/x4wQWqx2kkY?t=3211,TRUE,,
弾き語り,弾き語り配信,2022/06/24,,優しさの理由,Choucho,https://youtu.be/x4wQWqx2kkY?t=3620,TRUE,,
弾き語り,弾き語り配信,2022/06/24,,Lost my music,涼宮ハルヒ(平野綾),https://youtu.be/x4wQWqx2kkY?t=4027,TRUE,,
弾き語り,弾き語り配信,2022/06/24,,変わらないもの,奥華子,https://youtu.be/x4wQWqx2kkY?t=4506,TRUE,,
"コラボ, 歌唱のみ, 3D（オンライン）",VΔLZ3Dライブ,2022/06/25,1,UNION,OxT,https://youtu.be/C31UYsrAAhQ?t=179,TRUE,弦月藤士郎、長尾景,
"歌唱のみ, 3D（オンライン）",VΔLZ3Dライブ,2022/06/25,2,StaRt,Mrs.GREEN APPLE,https://youtu.be/C31UYsrAAhQ?t=596,TRUE,,
"コラボ, 歌唱のみ, 3D（オンライン）",VΔLZ3Dライブ,2022/06/25,3,ロメオ,LIP×LIP,https://youtu.be/C31UYsrAAhQ?t=1061,TRUE,長尾景,
"コラボ, 歌唱のみ, 3D（オンライン）",VΔLZ3Dライブ,2022/06/25,4,青空のラプソディ,fhana,https://youtu.be/C31UYsrAAhQ?t=2210,TRUE,弦月藤士郎,
"コラボ, 歌唱のみ, 3D（オンライン）",VΔLZ3Dライブ,2022/06/25,5,Virtual to LIVE,にじさんじ,https://youtu.be/C31UYsrAAhQ?t=3240,TRUE,弦月藤士郎、長尾景,
有観客ライブ,Kuzuha & Kanae & ROF-MAO Three-Man LIVE「Aim Higher」,2022/07/27,1,"New street, New world",ROF-MAO,https://shop.nijisanji.jp/TAG_94,TRUE,剣持刀也、加賀美ハヤト、不破湊,
有観客ライブ,Kuzuha & Kanae & ROF-MAO Three-Man LIVE「Aim Higher」,2022/07/27,2,Let's Get The Party Started!,ROF-MAO,https://shop.nijisanji.jp/TAG_94,TRUE,剣持刀也、加賀美ハヤト、不破湊,
有観客ライブ,Kuzuha & Kanae & ROF-MAO Three-Man LIVE「Aim Higher」,2022/07/27,3,キリキリマイ,ORANGE RANGE,https://shop.nijisanji.jp/TAG_94,TRUE,剣持刀也、加賀美ハヤト、不破湊,
有観客ライブ,Kuzuha & Kanae & ROF-MAO Three-Man LIVE「Aim Higher」,2022/07/27,4,I wanna! You wanna!,ROF-MAO,https://shop.nijisanji.jp/TAG_94,TRUE,剣持刀也、加賀美ハヤト、不破湊,
有観客ライブ,Kuzuha & Kanae & ROF-MAO Three-Man LIVE「Aim Higher」,2022/07/27,5,きみはマザーファッカー,ザ・リーサルウェポンズ,https://shop.nijisanji.jp/TAG_94,TRUE,剣持刀也、加賀美ハヤト、不破湊,
有観客ライブ,Kuzuha & Kanae & ROF-MAO Three-Man LIVE「Aim Higher」,2022/07/27,6,ラックハック,ROF-MAO,https://shop.nijisanji.jp/TAG_94,TRUE,剣持刀也、加賀美ハヤト、不破湊,
有観客ライブ,Kuzuha & Kanae & ROF-MAO Three-Man LIVE「Aim Higher」,2022/07/27,7,知っている手紙,ROF-MAO,https://shop.nijisanji.jp/TAG_94,TRUE,剣持刀也、加賀美ハヤト、不破湊,
有観客ライブ,Kuzuha & Kanae & ROF-MAO Three-Man LIVE「Aim Higher」,2022/07/27,8,前進宣言,ROF-MAO,https://shop.nijisanji.jp/TAG_94,TRUE,剣持刀也、加賀美ハヤト、不破湊,
有観客ライブ,Kuzuha & Kanae & ROF-MAO Three-Man LIVE「Aim Higher」,2022/07/27,9,虹色のPuddle,にじさんじ,https://shop.nijisanji.jp/TAG_94,TRUE,葛葉、叶、剣持刀也、加賀美ハヤト、不破湊,
弾き語り,弾き語り配信,2022/08/15,1,Fire◎Flower,halyosy,https://youtu.be/PwZ9uoqyZIU?t=357,TRUE,,
弾き語り,弾き語り配信,2022/08/15,2,イケナイ太陽,ORANGE RANGE,https://youtu.be/PwZ9uoqyZIU?t=829,TRUE,,
弾き語り,弾き語り配信,2022/08/15,3,君じゃなきゃダメみたい,オーイシマサヨシ,https://youtu.be/PwZ9uoqyZIU?t=1314,TRUE,,
弾き語り,弾き語り配信,2022/08/15,4,ガーネット,奥華子,https://youtu.be/PwZ9uoqyZIU?t=1777,TRUE,,
弾き語り,弾き語り配信,2022/08/15,5,Shiny Sunny Step,甲斐田晴,https://youtu.be/PwZ9uoqyZIU?t=2219,TRUE,,
弾き語り,弾き語り配信,2022/08/15,6,サマータイムレコード,じん,https://youtu.be/PwZ9uoqyZIU?t=2953,TRUE,,
弾き語り,弾き語り配信,2022/08/15,7,敗北の少年,kemu,https://youtu.be/PwZ9uoqyZIU?t=3468,TRUE,,
弾き語り,弾き語り配信,2022/08/15,8,金曜日のおはよう,Honey Works,https://youtu.be/PwZ9uoqyZIU?t=3876,TRUE,,
弾き語り,弾き語り配信,2022/08/15,9,夢灯籠,RADWIMPS,https://youtu.be/PwZ9uoqyZIU?t=4440,TRUE,,
弾き語り,弾き語り配信,2022/08/15,10,前前前世,RADWIMPS,https://youtu.be/PwZ9uoqyZIU?t=4623,TRUE,,
弾き語り,弾き語り配信,2022/08/15,11,愛言葉,DECO*27,https://youtu.be/PwZ9uoqyZIU?t=5096,TRUE,,
弾き語り,弾き語り配信,2022/09/18,1,桜のあと,UNISON SQUARE GARDEN,https://youtu.be/8P_iei9REjU?t=734,TRUE,,
弾き語り,弾き語り配信,2022/09/18,2,透明な心臓が泣いていた,甲斐田晴,https://youtu.be/8P_iei9REjU?t=1301,TRUE,,
弾き語り,弾き語り配信,2022/09/18,3,地球最後の告白を,kemu,https://youtu.be/8P_iei9REjU?t=1876,TRUE,,
弾き語り,弾き語り配信,2022/09/18,4,ブルーバード,いきものがかり,https://youtu.be/8P_iei9REjU?t=2301,TRUE,,
弾き語り,弾き語り配信,2022/09/18,5,奏,スキマスイッチ,https://youtu.be/8P_iei9REjU?t=2713,TRUE,,
弾き語り,弾き語り配信,2022/09/18,6,ドライフラワー,優里,https://youtu.be/8P_iei9REjU?t=3108,TRUE,,
弾き語り,弾き語り配信,2022/09/18,7,夕景イエスタデイ,じん,https://youtu.be/8P_iei9REjU?t=3544,TRUE,,
弾き語り,弾き語り配信,2022/09/18,8,月光花,Janne Da Arc,https://youtu.be/8P_iei9REjU?t=3928,TRUE,,
弾き語り,弾き語り配信,2022/09/18,9,ワールド・ランプシェード,buzzG,https://youtu.be/8P_iei9REjU?t=4434,TRUE,,
弾き語り,弾き語り配信,2022/09/18,10,風になる,つじあやの,https://youtu.be/8P_iei9REjU?t=4815,TRUE,,
有観客ライブ,出張！ろふまお塾〜フェスだしいっちょやりますかSP〜,2022/10/02,1,"New street,New world",ROF-MAO,https://www.youtube.com/live/SxiKcyaXujw?si=pbSIE7Z880oQ4QJ_,TRUE,剣持刀也、加賀美ハヤト、不破湊,
有観客ライブ,出張！ろふまお塾〜フェスだしいっちょやりますかSP〜,2022/10/02,2,一撃,ROF-MAO,https://youtu.be/fc96asHhF8k?si=l3hH2rOqYZTN2i9N,TRUE,剣持刀也、加賀美ハヤト、不破湊,
メン限,メン限（なんか音楽やる）（配信後ツイート「作曲おもろかた」）,2022/10/28,,（メン限）,,https://www.youtube.com/live/r22ZV_1FnCs?si=j4Q-5CRz_jVj8u6z,FALSE,,
"歌唱のみ, コラボ",アルバムリリース記念オンラインバンドライブ,2022/11/13,1,清風,甲斐田晴,https://youtu.be/Q2sc0P9B5bw?t=129,TRUE,,超ファラオ、ナツメユウキ、OD、HONNWAKA88、SperioNz
"歌唱のみ, コラボ",アルバムリリース記念オンラインバンドライブ,2022/11/13,2,Shiny Sunny Step,甲斐田晴,https://youtu.be/Q2sc0P9B5bw?t=693,TRUE,,超ファラオ、ナツメユウキ、OD、HONNWAKA88、SperioNz
"歌唱のみ, コラボ",アルバムリリース記念オンラインバンドライブ,2022/11/13,3,cycle,甲斐田晴,https://youtu.be/Q2sc0P9B5bw?t=999,TRUE,,超ファラオ、ナツメユウキ、OD、HONNWAKA88、SperioNz
"歌唱のみ, コラボ",アルバムリリース記念オンラインバンドライブ,2022/11/13,4,パラレルノー細胞,甲斐田晴,https://youtu.be/Q2sc0P9B5bw?t=1405,TRUE,,超ファラオ、ナツメユウキ、OD、HONNWAKA88、SperioNz
"歌唱のみ, コラボ",アルバムリリース記念オンラインバンドライブ,2022/11/13,5,瓦礫の塔,kemu,https://youtu.be/Q2sc0P9B5bw?t=1614,TRUE,,超ファラオ、ナツメユウキ、OD、HONNWAKA88、SperioNz
"歌唱のみ, コラボ",アルバムリリース記念オンラインバンドライブ,2022/11/13,6,なないろメモリー,優莉,https://youtu.be/Q2sc0P9B5bw?t=2005,TRUE,,超ファラオ、ナツメユウキ、OD、HONNWAKA88、SperioNz
"歌唱のみ, コラボ",アルバムリリース記念オンラインバンドライブ,2022/11/13,7,ぼくのヒーロー,甲斐田晴,https://youtu.be/Q2sc0P9B5bw?t=2244,TRUE,,超ファラオ、ナツメユウキ、OD、HONNWAKA88、SperioNz
"歌唱のみ, コラボ",アルバムリリース記念オンラインバンドライブ,2022/11/13,8,UNSEEN TREASURES,甲斐田晴,https://youtu.be/Q2sc0P9B5bw?t=2819,TRUE,,超ファラオ、ナツメユウキ、OD、HONNWAKA88、SperioNz
"歌唱のみ, 3D（オンライン）, コラボ",にじさんじユニット歌謡祭2022 Day1,2022/12/29,1,ミックスナッツ,Official髭男dism,https://youtu.be/SjuAIIe0Op0?t=6510,TRUE,弦月藤士郎、長尾景,
"歌唱のみ, 3D（オンライン）, コラボ",にじさんじユニット歌謡祭2022 Day1,2022/12/29,2,Virtual to LIVE,にじさんじ,https://youtu.be/SjuAIIe0Op0?t=7412,TRUE,,
"歌唱のみ, 3D（オンライン）, コラボ",にじさんじユニット歌謡祭2022 Day2,2022/12/30,1,エイリアンエイリアン,ナユタン星人,,TRUE,本間ひまわり、三枝明那,
"歌唱のみ, 3D（オンライン）, コラボ",にじさんじユニット歌謡祭2022 Day2,2022/12/30,2,Virtual to LIVE,にじさんじ,https://youtu.be/SjuAIIe0Op0?t=8649,TRUE,,
"歌唱のみ, 3D（オンライン）, コラボ",にじさんじユニット歌謡祭2022 Day3,2022/12/31,1,One Night Carnival,氣志團,,TRUE,不破湊,
"歌唱のみ, 3D（オンライン）, コラボ",にじさんじユニット歌謡祭2022 Day3,2022/12/31,2,ココロオドル,nobodyknows+,,TRUE,伏見ガク、叶、三枝明那,
"歌唱のみ, 3D（オンライン）, コラボ",にじさんじユニット歌謡祭2022 Day3,2022/12/31,3,Virtual to LIVE,にじさんじ,https://youtu.be/SjuAIIe0Op0?t=9287,TRUE,,
メン限,メン限（8000000000年ぶりのギター）,2023/01/08,,（メン限）,,https://www.youtube.com/live/vJl4ZIxVX7s?si=AFfswJogI9gXbxO6,FALSE,,
コラボ,オンラインライブ,2023/02/14,,ホシアイ,レフティーモンスターＰ,https://youtu.be/L9naYPv6HhU?t=163,TRUE,,
コラボ,オンラインライブ,2023/02/14,,世界は恋に落ちている,CHiCO with HoneyWorks,https://youtu.be/L9naYPv6HhU?t=1028,TRUE,,
コラボ,オンラインライブ,2023/02/14,,ピエロ,KEI,https://youtu.be/L9naYPv6HhU?t=1797,TRUE,,
コラボ,オンラインライブ,2023/02/14,,星の唄,buzzG,https://youtu.be/L9naYPv6HhU?t=2769,TRUE,,
コラボ,オンラインライブ,2023/02/14,,夢地図,40mP,https://youtu.be/L9naYPv6HhU?t=3361,TRUE,,
コラボ,オンラインライブ,2023/02/14,,可愛くなりたい,HoneyWorks,https://youtu.be/L9naYPv6HhU?t=4331,TRUE,,
コラボ,オンラインライブ,2023/02/14,,1・2・3,After the Rain,https://youtu.be/L9naYPv6HhU?t=5066,TRUE,,
コラボ,VΔLZオフ歌枠,2023/02/26,,千本桜,黒うさＰ,https://youtu.be/J1Qz5WuGaj0?t=181,TRUE,,
コラボ,VΔLZオフ歌枠,2023/02/26,,いのちの名前,木村弓,https://youtu.be/J1Qz5WuGaj0?t=1243,TRUE,,
コラボ,VΔLZオフ歌枠,2023/02/26,,DONBURA KONBURA SPEAKERS,Ranunculus,https://youtu.be/J1Qz5WuGaj0?t=2065,TRUE,,
コラボ,VΔLZオフ歌枠,2023/02/26,,ハロ／ハワユ,ナノウ,https://youtu.be/J1Qz5WuGaj0?t=2823,TRUE,,
コラボ,VΔLZオフ歌枠,2023/02/26,,奏,スキマスイッチ,https://youtu.be/J1Qz5WuGaj0?t=3410,TRUE,,
コラボ,VΔLZオフ歌枠,2023/02/26,,浮世の演舞,VΔLZ,https://youtu.be/J1Qz5WuGaj0?t=4166,TRUE,,
コラボ,オンラインセッション,2023/03/04,,ぼくのヒーロー,甲斐田晴,https://youtu.be/So9BxdL7SPM?t=341,TRUE,,
コラボ,オンラインセッション,2023/03/04,,想像フォレスト,じん,https://youtu.be/So9BxdL7SPM?t=963,TRUE,,
コラボ,オンラインセッション,2023/03/04,,贖罪,傘村トータ,https://youtu.be/So9BxdL7SPM?t=1485,TRUE,,
コラボ,オンラインセッション,2023/03/04,,Sincerely,TRUE,https://youtu.be/So9BxdL7SPM?t=2093,TRUE,,
コラボ,オンラインセッション,2023/03/04,,115万キロのフィルム,Official髭男dism,https://youtu.be/So9BxdL7SPM?t=2422,TRUE,,
コラボ,オンラインセッション,2023/03/04,,恋,奥華子,https://youtu.be/So9BxdL7SPM?t=2972,TRUE,,
コラボ,オンラインセッション,2023/03/04,,Ghost of a smile,EGOIST,https://youtu.be/So9BxdL7SPM?t=3562,TRUE,,
コラボ,オンラインセッション,2023/03/04,,Wishing,レム(水瀬いのり),https://youtu.be/So9BxdL7SPM?t=4193,TRUE,,
コラボ,オンラインセッション,2023/03/04,,ニア,夏代孝明,https://youtu.be/So9BxdL7SPM?t=4808,TRUE,,
"非公開, 歌唱のみ",古ボカロカラオケコラボ,2023/04/07,1,GALLOWS BELL,buzzG,https://youtu.be/Hm40Bo6VHPg?t=25m29s,TRUE,,
"非公開, コラボ, 歌唱のみ",古ボカロカラオケコラボ,2023/04/07,2,トルコ行進曲-オワタ＼(^o^)／,ガルナ(オワタP),https://youtu.be/Hm40Bo6VHPg?t=45m44s,TRUE,竜胆尊、渡会雲雀、Kotoka Torahime,
"非公開, コラボ, 歌唱のみ",古ボカロカラオケコラボ,2023/04/07,3,エンヴィキャットウォーク,トーマ,https://youtu.be/Hm40Bo6VHPg?t=51m14s,TRUE,渡会雲雀,
"非公開, 歌唱のみ",古ボカロカラオケコラボ,2023/04/07,4,Just a game,takamatt,https://youtu.be/Hm40Bo6VHPg?t=61m13s,TRUE,,
"非公開, コラボ, 歌唱のみ",古ボカロカラオケコラボ,2023/04/07,5,バビロン,トーマ,https://youtu.be/Hm40Bo6VHPg,TRUE,渡会雲雀,
"非公開, コラボ, 歌唱のみ",古ボカロカラオケコラボ,2023/04/07,6,夕景イエスタデイ,じん,https://youtu.be/Hm40Bo6VHPg?t=85m57s,TRUE,竜胆尊、渡会雲雀、Kotoka Torahime,
"非公開, コラボ, 歌唱のみ",古ボカロカラオケコラボ,2023/04/07,7,メランコリック,Junky,https://youtu.be/Hm40Bo6VHPg?t=98m24s,TRUE,渡会雲雀、Kotoka Torahime,
"非公開, 歌唱のみ",古ボカロカラオケコラボ,2023/04/07,8,小夜子,みきとP,https://youtu.be/Hm40Bo6VHPg?t=109m44s,TRUE,,
"非公開, コラボ, 歌唱のみ",古ボカロカラオケコラボ,2023/04/07,9,ワールズエンド・ダンスホール,wowaka,https://youtu.be/Hm40Bo6VHPg?t=145m42s,TRUE,渡会雲雀,
"非公開, コラボ, 歌唱のみ",古ボカロカラオケコラボ,2023/04/07,10,te-yut-te,フェイP,https://youtu.be/Hm40Bo6VHPg?t=154m46s,TRUE,竜胆尊、渡会雲雀、Kotoka Torahime,
"非公開, 歌唱のみ",古ボカロカラオケコラボ,2023/04/07,11,マダラカルト,トーマ,https://youtu.be/Hm40Bo6VHPg?t=158m23s,TRUE,,
"非公開, コラボ, 歌唱のみ",古ボカロカラオケコラボ,2023/04/07,12,パンダヒーロー,ハチ,https://youtu.be/Hm40Bo6VHPg?t=181m27s,TRUE,竜胆尊、渡会雲雀、Kotoka Torahime,
メン限,メン限（曲作ろ）,2023/04/15,,（メン限）,,https://www.youtube.com/live/np4WtUYnw5o?si=AoffXK0LykFvxLPG,FALSE,,
"メン限, アコギ以外",メン限（86400秒のキセキのピアノ楽譜弾く）,2023/05/22,,（メン限）,,https://www.youtube.com/live/Fr7_f-UPG9o?si=zchSkqsO6e9zEN75,FALSE,,
弾き語り,弾き語り配信,2023/06/02,1,Shiny Sunny Step,甲斐田晴,https://youtu.be/OaNihLRX6yYY?t=393,TRUE,,
弾き語り,弾き語り配信,2023/06/02,2,ミックスナッツ,Official髭男dism,https://youtu.be/OaNihLRX6yYY?t=837,TRUE,,
弾き語り,弾き語り配信,2023/06/02,3,夜もすがら君思ふ,TOKOTOKO(西沢さんP),https://youtu.be/OaNihLRX6yYY?t=1328,TRUE,,
弾き語り,弾き語り配信,2023/06/02,4,"rain stops, good-bye",におＰ,https://youtu.be/OaNihLRX6yYY?t=1692,TRUE,,
弾き語り,弾き語り配信,2023/06/02,5,メルト,ryo(supercell),https://youtu.be/OaNihLRX6yYY?t=2065,TRUE,,
弾き語り,弾き語り配信,2023/06/02,6,COLORS,FLOW,https://youtu.be/OaNihLRX6yYY?t=2415,TRUE,,
弾き語り,弾き語り配信,2023/06/02,7,Calc.,ジミーサムP,https://youtu.be/OaNihLRX6yYY?t=2721,TRUE,,
弾き語り,弾き語り配信,2023/06/02,8,Departures～あなたにおくるアイの歌～,EGOIST,https://youtu.be/OaNihLRX6yYY?t=3156,TRUE,,
弾き語り,弾き語り配信,2023/06/02,9,ニア,夏代孝明,https://youtu.be/OaNihLRX6yYY?t=3461,TRUE,,
弾き語り,弾き語り配信,2023/06/02,10,透明な心臓が泣いていた,甲斐田晴,https://youtu.be/OaNihLRX6yYY?t=4033,TRUE,,
有観客ライブ,VΔLZ 1st LIVE『一唱入魂』,2023/06/09,1,恋愛レボリューション21,モーニング娘。,https://shop.nijisanji.jp/TAG_198,TRUE,弦月藤士郎、長尾景,
有観客ライブ,VΔLZ 1st LIVE『一唱入魂』,2023/06/09,2,All Alone With You,EGOIST,https://shop.nijisanji.jp/TAG_198,TRUE,,
有観客ライブ,VΔLZ 1st LIVE『一唱入魂』,2023/06/09,3,浮世の演舞,VΔLZ,https://shop.nijisanji.jp/TAG_198,TRUE,弦月藤士郎、長尾景,
有観客ライブ,VΔLZ 1st LIVE『一唱入魂』,2023/06/09,4,シネマ,Ayase,https://shop.nijisanji.jp/TAG_198,TRUE,長尾景,
有観客ライブ,VΔLZ 1st LIVE『一唱入魂』,2023/06/09,5,チューリングラブ,ナナヲアカリ,,TRUE,弦月藤士郎,
有観客ライブ,VΔLZ 1st LIVE『一唱入魂』,2023/06/09,6,パラレルノー細胞,甲斐田晴,https://shop.nijisanji.jp/TAG_198,TRUE,,
有観客ライブ,VΔLZ 1st LIVE『一唱入魂』,2023/06/09,7,透明な心臓が泣いていた,甲斐田晴,https://shop.nijisanji.jp/TAG_198,TRUE,,
